Order Id,Order Item Id,order date (DateOrders),shipping date (DateOrders),Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Order Status,Shipping Mode,Customer Id,Customer Segment,Market,Order Region,Order Country,Category Name,Product Name,Product Price,Order Item Quantity,Order Item Discount,Sales,Order Item Total,Order Profit Per Order,Benefit per order
1727,2564,07/09/2016 00:00,07/15/2016 00:00,6,4,Late delivery,1,CLOSED,First Class,11489,Consumer,Africa,Southeast Asia,SampleLand,Electronics,Sample Product,96.47,5,9.37,482.35,472.98,136.22,-14.07
7531,2565,09/22/2016 00:00,09/25/2016 00:00,3,2,Late delivery,1,PROCESSING,Standard Class,7404,Corporate,USCA,US Center,SampleLand,Men's Footwear,Sample Product,256.5,3,71.01,769.5,698.49,125.76,184.76
49092,2566,03/31/2016 00:00,04/07/2016 00:00,7,6,Advance shipping,1,COMPLETE,Second Class,2380,Home Office,Europe,West Africa,SampleLand,Water Sports,Sample Product,326.43,1,2.56,326.43,323.87,110.88,93.76
25401,2567,03/09/2015 00:00,03/12/2015 00:00,3,1,Late delivery,1,PENDING_PAYMENT,First Class,10235,Consumer,Africa,Central America,SampleLand,Cardio Equipment,Sample Product,415.83,4,107.05,1663.32,1556.27,-98.68,136.99
42236,2568,05/08/2015 00:00,05/11/2015 00:00,3,4,Shipping on time,0,PROCESSING,First Class,9948,Consumer,USCA,Western Europe,SampleLand,Fishing,Sample Product,407.97,1,14.55,407.97,393.42,24.88,134.61
53557,2569,12/01/2016 00:00,12/09/2016 00:00,8,6,Advance shipping,1,CLOSED,Standard Class,11784,Consumer,USCA,Southeast Asia,SampleLand,Fishing,Sample Product,34.13,5,24.48,170.65,146.17,31.6,-0.71
5308,2570,12/12/2017 00:00,12/21/2017 00:00,9,6,Late delivery,1,PENDING,Standard Class,11035,Corporate,Europe,West Africa,SampleLand,Men's Footwear,Sample Product,232.23,2,25.31,464.46,439.15,52.59,-21.88
27307,2571,01/30/2015 00:00,02/05/2015 00:00,6,4,Advance shipping,1,PENDING,Standard Class,7331,Consumer,Pacific Asia,South America,SampleLand,Fishing,Sample Product,20.08,4,5.89,80.32,74.43,1.21,25.09
8820,2572,08/10/2016 00:00,08/16/2016 00:00,6,6,Advance shipping,0,CLOSED,Standard Class,156,Home Office,Pacific Asia,Oceania,SampleLand,Men's Footwear,Sample Product,445.2,1,25.08,445.2,420.12,21.26,6.46
50532,2573,04/20/2017 00:00,04/21/2017 00:00,1,1,Advance shipping,0,PENDING_PAYMENT,Standard Class,8966,Consumer,USCA,Oceania,SampleLand,Camping & Hiking,Sample Product,95.21,3,5.88,285.63,279.75,63.2,-24.4
27144,2574,06/21/2017 00:00,06/28/2017 00:00,7,4,Advance shipping,1,PENDING_PAYMENT,Second Class,9057,Home Office,LATAM,Central America,SampleLand,Men's Footwear,Sample Product,316.19,4,66.89,1264.76,1197.87,304.13,92.13
52599,2575,07/31/2016 00:00,08/03/2016 00:00,3,1,Late delivery,1,ON_HOLD,Standard Class,9275,Consumer,Pacific Asia,US Center,SampleLand,Water Sports,Sample Product,289.6,4,135.36,1158.4,1023.04,189.9,354.05
17993,2576,10/10/2016 00:00,10/19/2016 00:00,9,6,Shipping on time,1,COMPLETE,Same Day,2159,Home Office,Europe,Central America,SampleLand,Men's Footwear,Sample Product,316.51,1,29.49,316.51,287.02,86.09,79.87
8720,2577,02/16/2017 00:00,02/25/2017 00:00,9,6,Advance shipping,1,PENDING,First Class,8810,Consumer,LATAM,West Africa,SampleLand,Electronics,Sample Product,286.07,1,18.77,286.07,267.3,36.02,-15.14
52037,2578,07/15/2017 00:00,07/17/2017 00:00,2,1,Shipping on time,1,CLOSED,Second Class,9926,Consumer,USCA,Central America,SampleLand,Fishing,Sample Product,360.64,5,221.95,1803.2,1581.25,427.98,97.93
36792,2579,05/26/2015 00:00,05/26/2015 00:00,0,1,Late delivery,0,CLOSED,Second Class,899,Home Office,Pacific Asia,Central America,SampleLand,Fishing,Sample Product,316.79,3,0.59,950.37,949.78,-49.13,134.29
11570,2580,09/09/2017 00:00,09/13/2017 00:00,4,4,Advance shipping,0,PROCESSING,Standard Class,252,Consumer,Europe,West Africa,SampleLand,Men's Footwear,Sample Product,54.25,5,33.63,271.25,237.62,81.64,61.39
41657,2581,02/16/2015 00:00,02/18/2015 00:00,2,2,Late delivery,0,COMPLETE,Standard Class,1002,Corporate,USCA,South America,SampleLand,Cardio Equipment,Sample Product,189.72,1,1.69,189.72,188.03,55.2,-2.53
25025,2582,06/28/2017 00:00,07/07/2017 00:00,9,6,Advance shipping,1,PENDING,Standard Class,8295,Corporate,LATAM,South America,SampleLand,Water Sports,Sample Product,277.83,3,108.8,833.49,724.69,218.9,-42.82
2798,2583,04/17/2015 00:00,04/19/2015 00:00,2,2,Late delivery,0,COMPLETE,First Class,3613,Consumer,Africa,Southeast Asia,SampleLand,Cardio Equipment,Sample Product,169.35,3,72.21,508.05,435.84,129.07,100.31
15629,2584,07/20/2015 00:00,07/24/2015 00:00,4,4,Late delivery,0,PENDING_PAYMENT,Standard Class,9801,Consumer,Europe,Southeast Asia,SampleLand,Cleats,Sample Product,382.56,5,235.04,1912.8,1677.76,468.14,-151.64
45005,2585,01/08/2015 00:00,01/15/2015 00:00,7,4,Late delivery,1,ON_HOLD,Standard Class,11489,Home Office,LATAM,US Center,SampleLand,Water Sports,Sample Product,165.77,4,1.95,663.08,661.13,-40.78,87.26
7631,2586,05/16/2016 00:00,05/19/2016 00:00,3,4,Advance shipping,0,ON_HOLD,Second Class,428,Corporate,USCA,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,416.06,4,131.36,1664.24,1532.88,474.67,333.93
20259,2587,12/30/2015 00:00,01/03/2016 00:00,4,2,Advance shipping,1,COMPLETE,Standard Class,8861,Home Office,Africa,Oceania,SampleLand,Electronics,Sample Product,81.9,2,20.36,163.8,143.44,-3.45,28.71
15585,2588,06/29/2015 00:00,07/06/2015 00:00,7,6,Late delivery,1,COMPLETE,First Class,9085,Corporate,Africa,Southeast Asia,SampleLand,Cleats,Sample Product,387.0,5,158.19,1935.0,1776.81,516.19,230.17
43976,2589,05/20/2016 00:00,05/27/2016 00:00,7,4,Advance shipping,1,PENDING_PAYMENT,First Class,902,Corporate,USCA,West Africa,SampleLand,Camping & Hiking,Sample Product,99.9,2,10.79,199.8,189.01,28.6,47.55
51599,2590,04/07/2016 00:00,04/12/2016 00:00,5,4,Late delivery,1,PENDING,Standard Class,1426,Corporate,Africa,US Center,SampleLand,Women's Apparel,Sample Product,268.73,2,37.95,537.46,499.51,13.64,82.69
47255,2591,05/05/2017 00:00,05/10/2017 00:00,5,4,Late delivery,1,PENDING,Second Class,9667,Consumer,Europe,Central America,SampleLand,Cardio Equipment,Sample Product,167.06,4,8.09,668.24,660.15,27.51,178.6
42930,2592,08/11/2017 00:00,08/20/2017 00:00,9,6,Late delivery,1,PROCESSING,Standard Class,949,Home Office,USCA,West Africa,SampleLand,Electronics,Sample Product,322.29,5,119.97,1611.45,1491.48,31.9,240.66
5373,2593,11/27/2016 00:00,12/06/2016 00:00,9,6,Advance shipping,1,PENDING,Standard Class,2389,Home Office,LATAM,Southeast Asia,SampleLand,Water Sports,Sample Product,114.24,5,2.39,571.2,568.81,128.78,53.81
54854,2594,05/28/2015 00:00,06/05/2015 00:00,8,6,Late delivery,1,PENDING_PAYMENT,First Class,11048,Corporate,Africa,Southeast Asia,SampleLand,Water Sports,Sample Product,399.75,1,38.62,399.75,361.13,83.43,61.02
9710,2595,10/24/2015 00:00,10/30/2015 00:00,6,4,Late delivery,1,COMPLETE,Standard Class,8726,Home Office,Africa,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,291.06,5,85.23,1455.3,1370.07,126.63,125.06
24317,2596,08/28/2017 00:00,09/06/2017 00:00,9,6,Shipping on time,1,ON_HOLD,First Class,11076,Consumer,USCA,Oceania,SampleLand,Cleats,Sample Product,479.06,2,27.5,958.12,930.62,85.92,-5.3
49667,2597,04/28/2015 00:00,05/03/2015 00:00,5,2,Late delivery,1,COMPLETE,Same Day,3289,Consumer,Africa,Oceania,SampleLand,Men's Footwear,Sample Product,358.77,2,1.87,717.54,715.67,-2.87,80.25
14425,2598,04/11/2016 00:00,04/17/2016 00:00,6,4,Late delivery,1,COMPLETE,Second Class,8893,Consumer,Pacific Asia,Southeast Asia,SampleLand,Water Sports,Sample Product,307.62,5,212.75,1538.1,1325.35,104.93,432.91
13009,2599,09/26/2017 00:00,09/30/2017 00:00,4,4,Advance shipping,0,CLOSED,Standard Class,7313,Corporate,Europe,Southeast Asia,SampleLand,Electronics,Sample Product,416.29,5,173.69,2081.45,1907.76,378.14,313.95
1580,2600,10/05/2017 00:00,10/11/2017 00:00,6,4,Late delivery,1,ON_HOLD,Standard Class,10682,Consumer,Pacific Asia,South America,SampleLand,Electronics,Sample Product,117.64,2,22.83,235.28,212.45,38.53,48.39
21493,2601,04/16/2016 00:00,04/22/2016 00:00,6,6,Late delivery,0,PENDING_PAYMENT,Standard Class,2709,Consumer,LATAM,South America,SampleLand,Women's Apparel,Sample Product,320.04,1,37.41,320.04,282.63,-11.75,55.33
29709,2602,12/25/2016 00:00,01/01/2017 00:00,7,6,Late delivery,1,CLOSED,Standard Class,201,Corporate,Africa,Western Europe,SampleLand,Camping & Hiking,Sample Product,201.3,2,37.84,402.6,364.76,83.59,39.26
28044,2603,05/25/2016 00:00,05/30/2016 00:00,5,4,Late delivery,1,PENDING,Standard Class,4793,Consumer,Pacific Asia,South America,SampleLand,Cardio Equipment,Sample Product,374.46,3,69.61,1123.38,1053.77,363.97,87.72
2384,2604,04/22/2017 00:00,04/29/2017 00:00,7,4,Shipping on time,1,PENDING,Standard Class,6140,Consumer,LATAM,West Africa,SampleLand,Cardio Equipment,Sample Product,21.99,1,2.07,21.99,19.92,5.28,-0.21
12298,2605,02/24/2015 00:00,03/03/2015 00:00,7,6,Shipping on time,1,PENDING_PAYMENT,Second Class,6889,Consumer,USCA,South America,SampleLand,Water Sports,Sample Product,219.58,2,16.63,439.16,422.53,-40.75,-39.31
257,2606,06/12/2015 00:00,06/21/2015 00:00,9,6,Late delivery,1,PENDING_PAYMENT,Standard Class,10459,Consumer,Pacific Asia,US Center,SampleLand,Fishing,Sample Product,329.33,1,27.73,329.33,301.6,81.42,86.99
13499,2607,10/03/2016 00:00,10/10/2016 00:00,7,4,Advance shipping,1,PENDING_PAYMENT,Standard Class,8235,Consumer,Africa,Western Europe,SampleLand,Water Sports,Sample Product,235.71,5,36.34,1178.55,1142.21,-98.8,28.46
36282,2608,08/20/2015 00:00,08/24/2015 00:00,4,1,Shipping on time,1,CLOSED,Second Class,10713,Consumer,USCA,West Africa,SampleLand,Women's Apparel,Sample Product,126.61,2,34.85,253.22,218.37,-8.64,36.32
524,2609,12/23/2016 00:00,12/24/2016 00:00,1,2,Late delivery,0,PENDING,Standard Class,8758,Consumer,Europe,South America,SampleLand,Electronics,Sample Product,237.53,2,36.31,475.06,438.75,4.01,47.39
9890,2610,01/31/2016 00:00,02/08/2016 00:00,8,6,Shipping canceled,1,PENDING,Standard Class,4404,Consumer,LATAM,Southeast Asia,SampleLand,Cleats,Sample Product,426.37,3,44.87,1279.11,1234.24,149.87,-62.81
32640,2611,08/06/2017 00:00,08/10/2017 00:00,4,4,Late delivery,0,PENDING,Standard Class,9798,Home Office,Pacific Asia,Oceania,SampleLand,Men's Footwear,Sample Product,111.35,1,10.68,111.35,100.67,28.2,-8.46
33587,2612,06/15/2017 00:00,06/20/2017 00:00,5,4,Shipping on time,1,PENDING,Standard Class,3895,Consumer,Africa,Oceania,SampleLand,Cleats,Sample Product,189.91,3,7.72,569.73,562.01,149.67,181.93
53773,2613,06/21/2016 00:00,06/26/2016 00:00,5,4,Advance shipping,1,CLOSED,Standard Class,9752,Consumer,USCA,South America,SampleLand,Men's Footwear,Sample Product,495.26,5,161.21,2476.3,2315.09,156.49,145.55
34411,2614,05/09/2017 00:00,05/13/2017 00:00,4,4,Late delivery,0,PENDING,Standard Class,8400,Corporate,Africa,South America,SampleLand,Camping & Hiking,Sample Product,457.28,5,296.99,2286.4,1989.41,225.36,82.29
55552,2615,09/25/2015 00:00,10/02/2015 00:00,7,4,Late delivery,1,PROCESSING,Standard Class,2657,Consumer,Africa,Southeast Asia,SampleLand,Water Sports,Sample Product,26.64,2,6.14,53.28,47.14,-1.1,-2.91
43430,2616,06/23/2016 00:00,07/02/2016 00:00,9,6,Advance shipping,1,PENDING_PAYMENT,Standard Class,722,Consumer,Pacific Asia,West Africa,SampleLand,Cleats,Sample Product,269.86,1,28.47,269.86,241.39,79.26,-23.83
33029,2617,07/22/2015 00:00,07/25/2015 00:00,3,2,Advance shipping,1,PENDING,Standard Class,10635,Corporate,Africa,Oceania,SampleLand,Cardio Equipment,Sample Product,42.05,4,11.87,168.2,156.33,3.58,35.29
22988,2618,07/16/2017 00:00,07/19/2017 00:00,3,4,Advance shipping,0,COMPLETE,Second Class,9366,Consumer,Africa,South America,SampleLand,Men's Footwear,Sample Product,462.71,5,155.08,2313.55,2158.47,-16.76,645.36
6679,2619,06/18/2017 00:00,06/21/2017 00:00,3,4,Advance shipping,0,COMPLETE,Second Class,607,Home Office,LATAM,US Center,SampleLand,Men's Footwear,Sample Product,226.36,5,1.92,1131.8,1129.88,389.11,16.5
42309,2620,08/18/2017 00:00,08/24/2017 00:00,6,6,Shipping on time,0,COMPLETE,Standard Class,2996,Consumer,LATAM,Central America,SampleLand,Cleats,Sample Product,215.03,3,58.06,645.09,587.03,-2.79,59.45
56284,2621,07/29/2017 00:00,08/03/2017 00:00,5,2,Shipping on time,1,PENDING,First Class,5789,Corporate,Europe,West Africa,SampleLand,Cardio Equipment,Sample Product,143.74,3,37.32,431.22,393.9,-7.19,70.63
21958,2622,10/16/2017 00:00,10/21/2017 00:00,5,4,Shipping on time,1,PENDING,Second Class,6259,Home Office,Africa,Southeast Asia,SampleLand,Cardio Equipment,Sample Product,288.72,4,0.91,1154.88,1153.97,394.99,-28.69
21330,2623,08/16/2015 00:00,08/17/2015 00:00,1,2,Shipping canceled,0,COMPLETE,Second Class,4529,Home Office,Africa,US Center,SampleLand,Women's Apparel,Sample Product,81.05,4,6.66,324.2,317.54,-20.81,21.16
5868,2624,09/15/2017 00:00,09/18/2017 00:00,3,2,Shipping on time,1,PROCESSING,Standard Class,2311,Consumer,LATAM,Western Europe,SampleLand,Electronics,Sample Product,401.49,4,3.0,1605.96,1602.96,-136.38,192.8
35860,2625,08/22/2016 00:00,08/29/2016 00:00,7,4,Shipping on time,1,PENDING_PAYMENT,Standard Class,8008,Corporate,Africa,Southeast Asia,SampleLand,Fishing,Sample Product,250.69,2,19.04,501.38,482.34,50.72,91.67
18600,2626,04/26/2016 00:00,04/28/2016 00:00,2,1,Advance shipping,1,ON_HOLD,Standard Class,8812,Consumer,LATAM,Central America,SampleLand,Electronics,Sample Product,287.57,5,0.83,1437.85,1437.02,48.14,491.3
610,2627,08/13/2016 00:00,08/20/2016 00:00,7,6,Late delivery,1,ON_HOLD,Standard Class,7681,Corporate,USCA,South America,SampleLand,Camping & Hiking,Sample Product,421.99,1,26.42,421.99,395.57,115.31,48.89
455,2628,01/15/2016 00:00,01/20/2016 00:00,5,6,Shipping on time,0,COMPLETE,Same Day,11477,Corporate,Pacific Asia,South America,SampleLand,Indoor/Outdoor Games,Sample Product,100.72,1,7.2,100.72,93.52,21.58,1.47
20135,2629,10/15/2015 00:00,10/19/2015 00:00,4,1,Late delivery,1,PROCESSING,Same Day,4722,Consumer,USCA,Southeast Asia,SampleLand,Electronics,Sample Product,95.84,4,25.13,383.36,358.23,51.33,69.5
27748,2630,08/27/2015 00:00,09/01/2015 00:00,5,6,Late delivery,0,ON_HOLD,Standard Class,6490,Consumer,USCA,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,216.19,3,19.4,648.57,629.17,-60.07,-30.43
27431,2631,04/23/2015 00:00,04/30/2015 00:00,7,4,Late delivery,1,PROCESSING,Same Day,3809,Corporate,Africa,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,395.2,3,93.11,1185.6,1092.49,21.3,-106.49
44418,2632,06/24/2016 00:00,06/28/2016 00:00,4,4,Late delivery,0,PROCESSING,Second Class,11408,Consumer,USCA,Oceania,SampleLand,Men's Footwear,Sample Product,38.69,5,23.62,193.45,169.83,51.07,11.76
31684,2633,08/06/2017 00:00,08/11/2017 00:00,5,6,Late delivery,0,COMPLETE,Second Class,5024,Corporate,Pacific Asia,Western Europe,SampleLand,Fishing,Sample Product,399.63,5,87.28,1998.15,1910.87,22.44,-131.24
47085,2634,10/23/2016 00:00,10/27/2016 00:00,4,4,Late delivery,0,ON_HOLD,First Class,4825,Consumer,Pacific Asia,Oceania,SampleLand,Fishing,Sample Product,255.37,4,47.89,1021.48,973.59,-85.23,111.76
17821,2635,07/13/2016 00:00,07/14/2016 00:00,1,2,Late delivery,0,PROCESSING,Standard Class,8920,Corporate,Africa,US Center,SampleLand,Cardio Equipment,Sample Product,285.26,1,23.23,285.26,262.03,1.04,12.33
13926,2636,05/02/2016 00:00,05/02/2016 00:00,0,1,Late delivery,0,PENDING_PAYMENT,Standard Class,3437,Consumer,USCA,Central America,SampleLand,Cardio Equipment,Sample Product,286.55,1,10.05,286.55,276.5,66.49,83.61
32373,2637,05/31/2016 00:00,06/03/2016 00:00,3,4,Late delivery,0,ON_HOLD,First Class,4370,Corporate,USCA,Oceania,SampleLand,Camping & Hiking,Sample Product,37.52,1,1.9,37.52,35.62,10.22,-0.7
6339,2638,08/01/2015 00:00,08/09/2015 00:00,8,6,Late delivery,1,CLOSED,Standard Class,10063,Consumer,USCA,Western Europe,SampleLand,Cleats,Sample Product,132.39,4,35.94,529.56,493.62,14.0,104.74
45871,2639,06/18/2017 00:00,06/25/2017 00:00,7,4,Late delivery,1,PENDING_PAYMENT,Second Class,259,Corporate,Europe,West Africa,SampleLand,Camping & Hiking,Sample Product,380.1,4,88.1,1520.4,1432.3,6.45,263.82
11126,2640,07/23/2015 00:00,07/27/2015 00:00,4,4,Late delivery,0,PROCESSING,First Class,456,Corporate,Africa,Western Europe,SampleLand,Men's Footwear,Sample Product,212.01,4,104.08,848.04,743.96,205.97,258.76
54906,2641,03/15/2017 00:00,03/18/2017 00:00,3,1,Late delivery,1,PROCESSING,First Class,10396,Consumer,USCA,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,284.65,1,36.25,284.65,248.4,-2.91,38.76
59022,2642,04/28/2017 00:00,05/04/2017 00:00,6,6,Shipping on time,0,PENDING_PAYMENT,Standard Class,3374,Corporate,LATAM,West Africa,SampleLand,Water Sports,Sample Product,472.99,2,57.17,945.98,888.81,56.43,234.0
32250,2643,08/25/2016 00:00,08/28/2016 00:00,3,2,Late delivery,1,PROCESSING,Second Class,9368,Home Office,USCA,Central America,SampleLand,Men's Footwear,Sample Product,32.67,2,4.39,65.34,60.95,4.34,3.54
18726,2644,07/18/2017 00:00,07/22/2017 00:00,4,4,Shipping on time,0,ON_HOLD,Standard Class,8286,Consumer,Africa,Oceania,SampleLand,Fishing,Sample Product,230.34,4,132.25,921.36,789.11,61.71,-53.27
20321,2645,10/18/2015 00:00,10/25/2015 00:00,7,4,Shipping on time,1,PENDING_PAYMENT,First Class,2399,Corporate,USCA,Oceania,SampleLand,Cardio Equipment,Sample Product,187.02,1,14.11,187.02,172.91,-11.45,14.18
25757,2646,08/02/2017 00:00,08/05/2017 00:00,3,2,Shipping on time,1,ON_HOLD,Standard Class,2267,Consumer,Africa,South America,SampleLand,Camping & Hiking,Sample Product,62.16,5,46.3,310.8,264.5,73.98,53.6
28756,2647,03/30/2017 00:00,04/01/2017 00:00,2,1,Late delivery,1,CLOSED,Second Class,11803,Corporate,USCA,Western Europe,SampleLand,Men's Footwear,Sample Product,475.89,1,54.45,475.89,421.44,-1.36,6.09
4538,2648,05/30/2017 00:00,06/06/2017 00:00,7,4,Late delivery,1,PENDING_PAYMENT,First Class,10685,Home Office,Africa,US Center,SampleLand,Electronics,Sample Product,481.12,3,57.21,1443.36,1386.15,90.26,-52.08
11853,2649,12/20/2016 00:00,12/24/2016 00:00,4,2,Late delivery,1,PENDING_PAYMENT,Standard Class,3087,Corporate,Pacific Asia,West Africa,SampleLand,Indoor/Outdoor Games,Sample Product,162.63,5,27.94,813.15,785.21,146.67,-41.47
47360,2650,07/05/2017 00:00,07/08/2017 00:00,3,4,Late delivery,0,PENDING_PAYMENT,Standard Class,5786,Consumer,Europe,Central America,SampleLand,Water Sports,Sample Product,473.89,1,11.31,473.89,462.58,121.02,63.85
3163,2651,12/07/2017 00:00,12/12/2017 00:00,5,6,Advance shipping,0,PENDING,Standard Class,10347,Consumer,Pacific Asia,Western Europe,SampleLand,Fishing,Sample Product,27.24,4,13.18,108.96,95.78,15.73,4.86
26909,2652,04/24/2016 00:00,04/26/2016 00:00,2,2,Advance shipping,0,CLOSED,Second Class,2951,Corporate,Africa,US Center,SampleLand,Water Sports,Sample Product,490.64,3,67.75,1471.92,1404.17,88.1,342.27
52501,2653,06/11/2017 00:00,06/14/2017 00:00,3,4,Advance shipping,0,COMPLETE,Second Class,7937,Consumer,USCA,South America,SampleLand,Water Sports,Sample Product,419.61,5,212.68,2098.05,1885.37,-184.05,353.47
5244,2654,04/14/2017 00:00,04/17/2017 00:00,3,1,Late delivery,1,PROCESSING,First Class,4455,Corporate,LATAM,Oceania,SampleLand,Indoor/Outdoor Games,Sample Product,115.02,3,27.96,345.06,317.1,38.94,102.11
55532,2655,05/22/2016 00:00,05/25/2016 00:00,3,2,Advance shipping,1,PROCESSING,Standard Class,10585,Corporate,Europe,Southeast Asia,SampleLand,Water Sports,Sample Product,303.78,5,188.19,1518.9,1330.71,203.61,453.88
28377,2656,09/10/2017 00:00,09/13/2017 00:00,3,4,Late delivery,0,PROCESSING,Standard Class,3405,Corporate,LATAM,US Center,SampleLand,Women's Apparel,Sample Product,401.17,3,135.54,1203.51,1067.97,65.97,-106.51
25404,2657,03/30/2016 00:00,04/04/2016 00:00,5,4,Advance shipping,1,ON_HOLD,Standard Class,5198,Consumer,Africa,South America,SampleLand,Camping & Hiking,Sample Product,166.46,1,1.59,166.46,164.87,30.22,0.96
42796,2658,08/17/2016 00:00,08/24/2016 00:00,7,4,Advance shipping,1,PENDING_PAYMENT,Standard Class,8411,Corporate,Europe,US Center,SampleLand,Cardio Equipment,Sample Product,183.34,4,37.23,733.36,696.13,177.18,6.1
46632,2659,05/13/2015 00:00,05/18/2015 00:00,5,2,Late delivery,1,CLOSED,Second Class,8059,Consumer,LATAM,Western Europe,SampleLand,Water Sports,Sample Product,318.2,5,124.12,1591.0,1466.88,-123.22,433.63
28382,2660,08/14/2015 00:00,08/21/2015 00:00,7,4,Shipping on time,1,COMPLETE,Standard Class,1319,Consumer,Africa,Southeast Asia,SampleLand,Men's Footwear,Sample Product,82.08,3,29.68,246.24,216.56,57.42,-8.73
4988,2661,07/01/2017 00:00,07/08/2017 00:00,7,4,Late delivery,1,COMPLETE,Standard Class,1048,Corporate,Africa,Central America,SampleLand,Cleats,Sample Product,67.92,5,36.37,339.6,303.23,50.25,26.65
58117,2662,04/01/2016 00:00,04/09/2016 00:00,8,6,Shipping on time,1,ON_HOLD,Second Class,10244,Corporate,Africa,Southeast Asia,SampleLand,Indoor/Outdoor Games,Sample Product,132.4,5,54.56,662.0,607.44,28.24,-46.19
531,2663,03/29/2016 00:00,04/05/2016 00:00,7,4,Advance shipping,1,PROCESSING,Standard Class,9140,Consumer,Europe,West Africa,SampleLand,Electronics,Sample Product,373.22,4,181.02,1492.88,1311.86,278.43,151.07
52299,2664,09/01/2015 00:00,09/10/2015 00:00,9,6,Late delivery,1,CLOSED,Second Class,1786,Home Office,Pacific Asia,South America,SampleLand,Women's Apparel,Sample Product,189.63,4,49.49,758.52,709.03,153.67,-58.65
26043,2665,06/21/2016 00:00,06/25/2016 00:00,4,2,Advance shipping,1,ON_HOLD,Standard Class,7780,Consumer,Pacific Asia,Central America,SampleLand,Indoor/Outdoor Games,Sample Product,258.61,3,6.48,775.83,769.35,185.46,173.93
30888,2666,06/05/2017 00:00,06/10/2017 00:00,5,4,Late delivery,1,PENDING,Standard Class,3390,Consumer,USCA,West Africa,SampleLand,Fishing,Sample Product,105.77,5,69.06,528.85,459.79,39.41,61.22
45902,2667,08/13/2017 00:00,08/20/2017 00:00,7,4,Advance shipping,1,PROCESSING,Standard Class,4878,Consumer,Africa,South America,SampleLand,Cardio Equipment,Sample Product,105.11,2,16.61,210.22,193.61,30.86,67.59
56430,2668,04/11/2015 00:00,04/16/2015 00:00,5,4,Advance shipping,1,PENDING,Standard Class,7520,Consumer,Pacific Asia,US Center,SampleLand,Indoor/Outdoor Games,Sample Product,328.72,3,119.58,986.16,866.58,99.12,297.95
9025,2669,08/25/2016 00:00,08/28/2016 00:00,3,4,Late delivery,0,PROCESSING,Second Class,7660,Consumer,Pacific Asia,West Africa,SampleLand,Water Sports,Sample Product,63.1,1,3.71,63.1,59.39,3.79,15.03
48683,2670,06/02/2016 00:00,06/05/2016 00:00,3,4,Late delivery,0,COMPLETE,Second Class,4251,Corporate,LATAM,South America,SampleLand,Cardio Equipment,Sample Product,337.24,1,29.77,337.24,307.47,-12.86,9.75
39668,2671,10/03/2016 00:00,10/10/2016 00:00,7,6,Advance shipping,1,PROCESSING,Standard Class,9970,Corporate,LATAM,South America,SampleLand,Camping & Hiking,Sample Product,206.34,3,30.74,619.02,588.28,184.46,-29.11
22096,2672,05/17/2016 00:00,05/18/2016 00:00,1,2,Shipping on time,0,CLOSED,Standard Class,6121,Consumer,USCA,Southeast Asia,SampleLand,Women's Apparel,Sample Product,338.92,4,83.29,1355.68,1272.39,-54.29,-37.54
25544,2673,04/03/2016 00:00,04/08/2016 00:00,5,6,Late delivery,0,PENDING_PAYMENT,Standard Class,9759,Consumer,Pacific Asia,Southeast Asia,SampleLand,Men's Footwear,Sample Product,197.05,1,4.36,197.05,192.69,36.98,40.56
46284,2674,06/06/2016 00:00,06/10/2016 00:00,4,4,Late delivery,0,COMPLETE,Second Class,6829,Consumer,LATAM,Central America,SampleLand,Cleats,Sample Product,424.57,1,47.23,424.57,377.34,30.18,-14.91
8402,2675,08/31/2016 00:00,09/05/2016 00:00,5,4,Late delivery,1,CLOSED,Standard Class,4280,Consumer,LATAM,Central America,SampleLand,Cleats,Sample Product,37.22,1,1.56,37.22,35.66,9.62,0.99
30351,2676,06/28/2016 00:00,07/03/2016 00:00,5,4,Late delivery,1,COMPLETE,Second Class,3109,Corporate,USCA,Central America,SampleLand,Camping & Hiking,Sample Product,447.72,3,60.79,1343.16,1282.37,143.77,-74.9
43331,2677,06/06/2016 00:00,06/09/2016 00:00,3,2,Shipping on time,1,PENDING_PAYMENT,Second Class,157,Corporate,Africa,South America,SampleLand,Fishing,Sample Product,141.64,2,15.05,283.28,268.23,-4.32,-20.59
32347,2678,06/14/2017 00:00,06/21/2017 00:00,7,6,Late delivery,1,COMPLETE,Second Class,6415,Corporate,Europe,Central America,SampleLand,Cardio Equipment,Sample Product,30.85,1,2.0,30.85,28.85,-0.93,2.17
26872,2679,04/15/2017 00:00,04/24/2017 00:00,9,6,Advance shipping,1,ON_HOLD,Standard Class,6676,Consumer,Pacific Asia,West Africa,SampleLand,Camping & Hiking,Sample Product,285.58,4,98.72,1142.32,1043.6,79.51,90.51
31237,2680,01/13/2016 00:00,01/19/2016 00:00,6,6,Advance shipping,0,PENDING,Standard Class,11272,Consumer,Europe,Oceania,SampleLand,Electronics,Sample Product,119.93,3,36.85,359.79,322.94,45.44,-4.39
