issue,key,detail,severity,route_to
sla_breach,12833,shipped 4d past schedule,high,Logistics
sla_breach,13121,shipped 4d past schedule,high,Logistics
sla_breach,176195,shipped 4d past schedule,high,Logistics
sla_breach,62733,shipped 4d past schedule,high,Logistics
sla_breach,55226,shipped 4d past schedule,high,Logistics
sla_breach,61292,shipped 4d past schedule,high,Logistics
sla_breach,114470,shipped 4d past schedule,high,Logistics
sla_breach,114469,shipped 4d past schedule,high,Logistics
sla_breach,61294,shipped 4d past schedule,high,Logistics
sla_breach,61293,shipped 4d past schedule,high,Logistics
sla_breach,61291,shipped 4d past schedule,high,Logistics
sla_breach,55225,shipped 4d past schedule,high,Logistics
sla_breach,178000,shipped 4d past schedule,high,Logistics
sla_breach,176265,shipped 4d past schedule,high,Logistics
sla_breach,175600,shipped 4d past schedule,high,Logistics
sla_breach,175710,shipped 4d past schedule,high,Logistics
sla_breach,55731,shipped 4d past schedule,high,Logistics
sla_breach,52515,shipped 4d past schedule,high,Logistics
sla_breach,103407,shipped 4d past schedule,high,Logistics
sla_breach,113148,shipped 4d past schedule,high,Logistics
sla_breach,72772,shipped 4d past schedule,high,Logistics
sla_breach,56306,shipped 4d past schedule,high,Logistics
sla_breach,68133,shipped 4d past schedule,high,Logistics
sla_breach,72774,shipped 4d past schedule,high,Logistics
sla_breach,178645,shipped 4d past schedule,high,Logistics
sla_breach,59650,shipped 4d past schedule,high,Logistics
sla_breach,57707,shipped 4d past schedule,high,Logistics
sla_breach,62370,shipped 4d past schedule,high,Logistics
sla_breach,61447,shipped 4d past schedule,high,Logistics
sla_breach,55390,shipped 4d past schedule,high,Logistics
sla_breach,51288,shipped 4d past schedule,high,Logistics
sla_breach,52518,shipped 4d past schedule,high,Logistics
sla_breach,61448,shipped 4d past schedule,high,Logistics
sla_breach,52517,shipped 4d past schedule,high,Logistics
sla_breach,51286,shipped 4d past schedule,high,Logistics
sla_breach,52516,shipped 4d past schedule,high,Logistics
sla_breach,62369,shipped 4d past schedule,high,Logistics
sla_breach,64746,shipped 4d past schedule,high,Logistics
sla_breach,109903,shipped 4d past schedule,high,Logistics
sla_breach,64744,shipped 4d past schedule,high,Logistics
sla_breach,57709,shipped 4d past schedule,high,Logistics
sla_breach,57706,shipped 4d past schedule,high,Logistics
sla_breach,179930,shipped 4d past schedule,high,Logistics
sla_breach,177610,shipped 4d past schedule,high,Logistics
sla_breach,174985,shipped 4d past schedule,high,Logistics
sla_breach,174960,shipped 4d past schedule,high,Logistics
sla_breach,177880,shipped 4d past schedule,high,Logistics
sla_breach,175575,shipped 4d past schedule,high,Logistics
sla_breach,53944,shipped 4d past schedule,high,Logistics
sla_breach,55051,shipped 4d past schedule,high,Logistics
sla_breach,53942,shipped 4d past schedule,high,Logistics
sla_breach,177165,shipped 4d past schedule,high,Logistics
sla_breach,66473,shipped 4d past schedule,high,Logistics
sla_breach,177725,shipped 4d past schedule,high,Logistics
sla_breach,122220,shipped 4d past schedule,high,Logistics
sla_breach,66474,shipped 4d past schedule,high,Logistics
sla_breach,69503,shipped 4d past schedule,high,Logistics
sla_breach,78079,shipped 4d past schedule,high,Logistics
sla_breach,178405,shipped 4d past schedule,high,Logistics
sla_breach,69505,shipped 4d past schedule,high,Logistics
sla_breach,66476,shipped 4d past schedule,high,Logistics
sla_breach,53943,shipped 4d past schedule,high,Logistics
sla_breach,55101,shipped 4d past schedule,high,Logistics
sla_breach,179860,shipped 4d past schedule,high,Logistics
sla_breach,176945,shipped 8d past schedule,high,Logistics
sla_breach,179725,shipped 4d past schedule,high,Logistics
sla_breach,177010,shipped 4d past schedule,high,Logistics
sla_breach,179810,shipped 4d past schedule,high,Logistics
sla_breach,74022,shipped 4d past schedule,high,Logistics
sla_breach,127773,shipped 4d past schedule,high,Logistics
sla_breach,177195,shipped 4d past schedule,high,Logistics
sla_breach,64475,shipped 4d past schedule,high,Logistics
sla_breach,64633,shipped 4d past schedule,high,Logistics
sla_breach,127775,shipped 4d past schedule,high,Logistics
sla_breach,86269,shipped 4d past schedule,high,Logistics
sla_breach,90608,shipped 4d past schedule,high,Logistics
sla_breach,84308,shipped 4d past schedule,high,Logistics
sla_breach,97650,shipped 8d past schedule,high,Logistics
sla_breach,84307,shipped 6d past schedule,high,Logistics
sla_breach,90014,shipped 4d past schedule,high,Logistics
sla_breach,102472,shipped 4d past schedule,high,Logistics
sla_breach,93363,shipped 10d past schedule,high,Logistics
sla_breach,82081,shipped 4d past schedule,high,Logistics
sla_breach,102922,shipped 4d past schedule,high,Logistics
sla_breach,82744,shipped 4d past schedule,high,Logistics
sla_breach,95799,shipped 4d past schedule,high,Logistics
sla_breach,85953,shipped 4d past schedule,high,Logistics
sla_breach,100811,shipped 4d past schedule,high,Logistics
sla_breach,94226,shipped 4d past schedule,high,Logistics
sla_breach,85955,shipped 4d past schedule,high,Logistics
sla_breach,98857,shipped 4d past schedule,high,Logistics
sla_breach,96157,shipped 4d past schedule,high,Logistics
sla_breach,115667,shipped 4d past schedule,high,Logistics
sla_breach,119660,shipped 10d past schedule,high,Logistics
sla_breach,105625,shipped 4d past schedule,high,Logistics
sla_breach,107586,shipped 8d past schedule,high,Logistics
sla_breach,27713,shipped 4d past schedule,high,Logistics
sla_breach,164101,shipped 4d past schedule,high,Logistics
sla_breach,156948,shipped 4d past schedule,high,Logistics
sla_breach,117837,shipped 4d past schedule,high,Logistics
sla_breach,34885,shipped 4d past schedule,high,Logistics
sla_breach,43674,shipped 4d past schedule,high,Logistics
sla_breach,157745,shipped 4d past schedule,high,Logistics
sla_breach,32029,shipped 4d past schedule,high,Logistics
sla_breach,149298,shipped 4d past schedule,high,Logistics
sla_breach,149296,shipped 4d past schedule,high,Logistics
sla_breach,7282,shipped 9d past schedule,high,Logistics
sla_breach,140867,shipped 4d past schedule,high,Logistics
sla_breach,134634,shipped 4d past schedule,high,Logistics
sla_breach,1300,shipped 4d past schedule,high,Logistics
sla_breach,151392,shipped 4d past schedule,high,Logistics
sla_breach,134635,shipped 4d past schedule,high,Logistics
sla_breach,14642,shipped 4d past schedule,high,Logistics
sla_breach,10019,shipped 4d past schedule,high,Logistics
sla_breach,137910,shipped 4d past schedule,high,Logistics
sla_breach,135379,shipped 4d past schedule,high,Logistics
sla_breach,7775,shipped 4d past schedule,high,Logistics
sla_breach,1180,shipped 4d past schedule,high,Logistics
sla_breach,153816,shipped 4d past schedule,high,Logistics
sla_breach,24086,shipped 4d past schedule,high,Logistics
sla_breach,149251,shipped 4d past schedule,high,Logistics
sla_breach,130290,shipped 4d past schedule,high,Logistics
sla_breach,12831,shipped 4d past schedule,high,Logistics
sla_breach,72773,shipped 4d past schedule,high,Logistics
sla_breach,67520,shipped 4d past schedule,high,Logistics
sla_breach,58141,shipped 4d past schedule,high,Logistics
sla_breach,69373,shipped 6d past schedule,high,Logistics
sla_breach,55785,shipped 4d past schedule,high,Logistics
sla_breach,119275,shipped 4d past schedule,high,Logistics
sla_breach,68134,shipped 4d past schedule,high,Logistics
sla_breach,55732,shipped 4d past schedule,high,Logistics
sla_breach,122221,shipped 4d past schedule,high,Logistics
sla_breach,106883,shipped 4d past schedule,high,Logistics
sla_breach,55712,shipped 4d past schedule,high,Logistics
sla_breach,78077,shipped 4d past schedule,high,Logistics
sla_breach,78078,shipped 4d past schedule,high,Logistics
sla_breach,127777,shipped 4d past schedule,high,Logistics
sla_breach,74131,shipped 4d past schedule,high,Logistics
sla_breach,64632,shipped 4d past schedule,high,Logistics
sla_breach,90017,shipped 4d past schedule,high,Logistics
sla_breach,86272,shipped 4d past schedule,high,Logistics
sla_breach,90610,shipped 4d past schedule,high,Logistics
sla_breach,86268,shipped 4d past schedule,high,Logistics
sla_breach,85954,shipped 4d past schedule,high,Logistics
sla_breach,100809,shipped 4d past schedule,high,Logistics
sla_breach,100808,shipped 4d past schedule,high,Logistics
sla_breach,95798,shipped 4d past schedule,high,Logistics
sla_breach,85952,shipped 4d past schedule,high,Logistics
sla_breach,98858,shipped 4d past schedule,high,Logistics
sla_breach,105627,shipped 4d past schedule,high,Logistics
sla_breach,168246,shipped 4d past schedule,high,Logistics
sla_breach,34482,shipped 4d past schedule,high,Logistics
sla_breach,34483,shipped 4d past schedule,high,Logistics
sla_breach,166834,shipped 4d past schedule,high,Logistics
sla_breach,162172,shipped 4d past schedule,high,Logistics
sla_breach,30434,shipped 4d past schedule,high,Logistics
sla_breach,47458,shipped 4d past schedule,high,Logistics
sla_breach,39942,shipped 4d past schedule,high,Logistics
sla_breach,49521,shipped 4d past schedule,high,Logistics
sla_breach,49522,shipped 4d past schedule,high,Logistics
sla_breach,30138,shipped 4d past schedule,high,Logistics
sla_breach,124149,shipped 4d past schedule,high,Logistics
sla_breach,48800,shipped 4d past schedule,high,Logistics
sla_breach,157317,shipped 4d past schedule,high,Logistics
sla_breach,48963,shipped 4d past schedule,high,Logistics
sla_breach,154746,shipped 4d past schedule,high,Logistics
sla_breach,45254,shipped 4d past schedule,high,Logistics
sla_breach,39526,shipped 4d past schedule,high,Logistics
sla_breach,124147,shipped 4d past schedule,high,Logistics
sla_breach,44671,shipped 4d past schedule,high,Logistics
sla_breach,32580,shipped 4d past schedule,high,Logistics
sla_breach,136118,shipped 4d past schedule,high,Logistics
sla_breach,22635,shipped 4d past schedule,high,Logistics
sla_breach,149299,shipped 4d past schedule,high,Logistics
sla_breach,17679,shipped 4d past schedule,high,Logistics
sla_breach,137766,shipped 4d past schedule,high,Logistics
sla_breach,13186,shipped 9d past schedule,high,Logistics
sla_breach,2280,shipped 4d past schedule,high,Logistics
sla_breach,130288,shipped 4d past schedule,high,Logistics
sla_breach,10020,shipped 4d past schedule,high,Logistics
sla_breach,1181,shipped 4d past schedule,high,Logistics
sla_breach,130111,shipped 4d past schedule,high,Logistics
sla_breach,149250,shipped 4d past schedule,high,Logistics
sla_breach,141834,shipped 4d past schedule,high,Logistics
sla_breach,10021,shipped 4d past schedule,high,Logistics
sla_breach,135963,shipped 4d past schedule,high,Logistics
sla_breach,13122,shipped 4d past schedule,high,Logistics
sla_breach,12946,shipped 4d past schedule,high,Logistics
sla_breach,62732,shipped 4d past schedule,high,Logistics
sla_breach,68136,shipped 4d past schedule,high,Logistics
sla_breach,67517,shipped 4d past schedule,high,Logistics
sla_breach,103408,shipped 5d past schedule,high,Logistics
sla_breach,60051,shipped 4d past schedule,high,Logistics
sla_breach,103410,shipped 4d past schedule,high,Logistics
sla_breach,103411,shipped 4d past schedule,high,Logistics
sla_breach,72775,shipped 4d past schedule,high,Logistics
sla_breach,64745,shipped 4d past schedule,high,Logistics
sla_breach,51287,shipped 4d past schedule,high,Logistics
sla_breach,76462,shipped 4d past schedule,high,Logistics
sla_breach,119767,shipped 7d past schedule,high,Logistics
sla_breach,66475,shipped 4d past schedule,high,Logistics
sla_breach,106882,shipped 4d past schedule,high,Logistics
sla_breach,71515,shipped 4d past schedule,high,Logistics
sla_breach,64476,shipped 4d past schedule,high,Logistics
sla_breach,64635,shipped 4d past schedule,high,Logistics
sla_breach,84281,shipped 4d past schedule,high,Logistics
sla_breach,84305,shipped 4d past schedule,high,Logistics
sla_breach,88016,shipped 4d past schedule,high,Logistics
sla_breach,95544,shipped 4d past schedule,high,Logistics
sla_breach,84280,shipped 4d past schedule,high,Logistics
sla_breach,84783,shipped 4d past schedule,high,Logistics
sla_breach,95795,shipped 4d past schedule,high,Logistics
sla_breach,82745,shipped 4d past schedule,high,Logistics
sla_breach,84782,shipped 4d past schedule,high,Logistics
sla_breach,84784,shipped 4d past schedule,high,Logistics
sla_breach,124991,shipped 4d past schedule,high,Logistics
sla_breach,109297,shipped 4d past schedule,high,Logistics
sla_breach,111906,shipped 4d past schedule,high,Logistics
sla_breach,119821,shipped 4d past schedule,high,Logistics
sla_breach,122269,shipped 4d past schedule,high,Logistics
sla_breach,26996,shipped 5d past schedule,high,Logistics
sla_breach,170405,shipped 4d past schedule,high,Logistics
sla_breach,167176,shipped 4d past schedule,high,Logistics
sla_breach,39945,shipped 4d past schedule,high,Logistics
sla_breach,114340,shipped 7d past schedule,high,Logistics
sla_breach,168559,shipped 4d past schedule,high,Logistics
sla_breach,126263,shipped 4d past schedule,high,Logistics
sla_breach,30643,shipped 4d past schedule,high,Logistics
sla_breach,49523,shipped 4d past schedule,high,Logistics
sla_breach,157746,shipped 4d past schedule,high,Logistics
sla_breach,166093,shipped 4d past schedule,high,Logistics
sla_breach,34883,shipped 4d past schedule,high,Logistics
sla_breach,117836,shipped 4d past schedule,high,Logistics
sla_breach,44668,shipped 4d past schedule,high,Logistics
sla_breach,6534,shipped 4d past schedule,high,Logistics
sla_breach,17680,shipped 4d past schedule,high,Logistics
sla_breach,146861,shipped 4d past schedule,high,Logistics
sla_breach,153134,shipped 4d past schedule,high,Logistics
sla_breach,149133,shipped 4d past schedule,high,Logistics
sla_breach,12446,shipped 4d past schedule,high,Logistics
sla_breach,12443,shipped 4d past schedule,high,Logistics
sla_breach,141833,shipped 4d past schedule,high,Logistics
sla_breach,147836,shipped 4d past schedule,high,Logistics
sla_breach,130109,shipped 4d past schedule,high,Logistics
sla_breach,8290,shipped 4d past schedule,high,Logistics
sla_breach,13124,shipped 4d past schedule,high,Logistics
sla_breach,12832,shipped 4d past schedule,high,Logistics
sla_breach,129274,shipped 6d past schedule,high,Logistics
sla_breach,61295,shipped 4d past schedule,high,Logistics
sla_breach,55224,shipped 4d past schedule,high,Logistics
sla_breach,57708,shipped 4d past schedule,high,Logistics
sla_breach,59651,shipped 4d past schedule,high,Logistics
sla_breach,56307,shipped 4d past schedule,high,Logistics
sla_breach,67519,shipped 4d past schedule,high,Logistics
sla_breach,60052,shipped 4d past schedule,high,Logistics
sla_breach,62371,shipped 4d past schedule,high,Logistics
sla_breach,72776,shipped 4d past schedule,high,Logistics
sla_breach,60053,shipped 4d past schedule,high,Logistics
sla_breach,59812,shipped 7d past schedule,high,Logistics
sla_breach,55099,shipped 4d past schedule,high,Logistics
sla_breach,55100,shipped 4d past schedule,high,Logistics
sla_breach,122222,shipped 4d past schedule,high,Logistics
sla_breach,122218,shipped 4d past schedule,high,Logistics
sla_breach,78080,shipped 4d past schedule,high,Logistics
sla_breach,74025,shipped 4d past schedule,high,Logistics
sla_breach,64634,shipped 4d past schedule,high,Logistics
sla_breach,97651,shipped 4d past schedule,high,Logistics
sla_breach,80889,shipped 4d past schedule,high,Logistics
sla_breach,84279,shipped 4d past schedule,high,Logistics
sla_breach,86271,shipped 4d past schedule,high,Logistics
sla_breach,88017,shipped 4d past schedule,high,Logistics
sla_breach,82747,shipped 4d past schedule,high,Logistics
sla_breach,98855,shipped 4d past schedule,high,Logistics
sla_breach,124990,shipped 4d past schedule,high,Logistics
sla_breach,121191,shipped 4d past schedule,high,Logistics
sla_breach,121192,shipped 4d past schedule,high,Logistics
sla_breach,122268,shipped 4d past schedule,high,Logistics
sla_breach,122270,shipped 4d past schedule,high,Logistics
sla_breach,168248,shipped 4d past schedule,high,Logistics
sla_breach,34485,shipped 4d past schedule,high,Logistics
sla_breach,168245,shipped 4d past schedule,high,Logistics
sla_breach,170403,shipped 4d past schedule,high,Logistics
sla_breach,30433,shipped 4d past schedule,high,Logistics
sla_breach,126264,shipped 4d past schedule,high,Logistics
sla_breach,47459,shipped 4d past schedule,high,Logistics
sla_breach,170404,shipped 4d past schedule,high,Logistics
sla_breach,167290,shipped 4d past schedule,high,Logistics
sla_breach,167294,shipped 4d past schedule,high,Logistics
sla_breach,155699,shipped 8d past schedule,high,Logistics
sla_breach,167293,shipped 4d past schedule,high,Logistics
sla_breach,34884,shipped 4d past schedule,high,Logistics
sla_breach,33413,shipped 4d past schedule,high,Logistics
sla_breach,162801,shipped 4d past schedule,high,Logistics
sla_breach,120270,shipped 4d past schedule,high,Logistics
sla_breach,39528,shipped 4d past schedule,high,Logistics
sla_breach,43672,shipped 4d past schedule,high,Logistics
sla_breach,50214,shipped 4d past schedule,high,Logistics
sla_breach,44669,shipped 4d past schedule,high,Logistics
sla_breach,167937,shipped 4d past schedule,high,Logistics
sla_breach,117838,shipped 4d past schedule,high,Logistics
sla_breach,8278,shipped 4d past schedule,high,Logistics
sla_breach,152637,shipped 4d past schedule,high,Logistics
sla_breach,6532,shipped 4d past schedule,high,Logistics
sla_breach,132288,shipped 4d past schedule,high,Logistics
sla_breach,137763,shipped 4d past schedule,high,Logistics
sla_breach,2279,shipped 4d past schedule,high,Logistics
sla_breach,20493,shipped 4d past schedule,high,Logistics
sla_breach,12206,shipped 4d past schedule,high,Logistics
sla_breach,144481,shipped 4d past schedule,high,Logistics
sla_breach,149131,shipped 8d past schedule,high,Logistics
sla_breach,132289,shipped 4d past schedule,high,Logistics
sla_breach,152513,shipped 4d past schedule,high,Logistics
sla_breach,146860,shipped 4d past schedule,high,Logistics
sla_breach,14363,shipped 4d past schedule,high,Logistics
sla_breach,7518,shipped 4d past schedule,high,Logistics
sla_breach,153815,shipped 4d past schedule,high,Logistics
sla_breach,7773,shipped 4d past schedule,high,Logistics
sla_breach,137729,shipped 4d past schedule,high,Logistics
sla_breach,133102,shipped 4d past schedule,high,Logistics
sla_breach,141518,shipped 4d past schedule,high,Logistics
sla_breach,137909,shipped 4d past schedule,high,Logistics
sla_breach,141520,shipped 4d past schedule,high,Logistics
sla_breach,136422,shipped 4d past schedule,high,Logistics
sla_breach,20720,shipped 4d past schedule,high,Logistics
sla_breach,12954,shipped 6d past schedule,high,Logistics
sla_breach,20719,shipped 4d past schedule,high,Logistics
sla_breach,71541,shipped 6d past schedule,high,Logistics
sla_breach,113436,shipped 4d past schedule,high,Logistics
sla_breach,64747,shipped 4d past schedule,high,Logistics
sla_breach,67518,shipped 4d past schedule,high,Logistics
sla_breach,68135,shipped 4d past schedule,high,Logistics
sla_breach,125529,shipped 4d past schedule,high,Logistics
sla_breach,56308,shipped 4d past schedule,high,Logistics
sla_breach,68137,shipped 4d past schedule,high,Logistics
sla_breach,55787,shipped 4d past schedule,high,Logistics
sla_breach,119278,shipped 4d past schedule,high,Logistics
sla_breach,55733,shipped 4d past schedule,high,Logistics
sla_breach,55102,shipped 4d past schedule,high,Logistics
sla_breach,55098,shipped 4d past schedule,high,Logistics
sla_breach,66147,shipped 6d past schedule,high,Logistics
sla_breach,122219,shipped 4d past schedule,high,Logistics
sla_breach,74024,shipped 4d past schedule,high,Logistics
sla_breach,100812,shipped 4d past schedule,high,Logistics
sla_breach,112072,shipped 7d past schedule,high,Logistics
sla_breach,126700,shipped 7d past schedule,high,Logistics
sla_breach,173601,shipped 7d past schedule,high,Logistics
sla_breach,173367,shipped 8d past schedule,high,Logistics
sla_breach,37698,shipped 7d past schedule,high,Logistics
sla_breach,49751,shipped 7d past schedule,high,Logistics
sla_breach,32762,shipped 10d past schedule,high,Logistics
sla_breach,168337,shipped 10d past schedule,high,Logistics
sla_breach,169888,shipped 4d past schedule,high,Logistics
sla_breach,14606,shipped 5d past schedule,high,Logistics
sla_breach,8843,shipped 9d past schedule,high,Logistics
sla_breach,130991,shipped 10d past schedule,high,Logistics
sla_breach,18492,shipped 10d past schedule,high,Logistics
sla_breach,16145,shipped 4d past schedule,high,Logistics
sla_breach,145061,shipped 9d past schedule,high,Logistics
sla_breach,148527,shipped 4d past schedule,high,Logistics
sla_breach,18257,shipped 6d past schedule,high,Logistics
sla_breach,13826,shipped 7d past schedule,high,Logistics
sla_breach,100327,shipped 7d past schedule,high,Logistics
sla_breach,96632,shipped 9d past schedule,high,Logistics
sla_breach,22845,shipped 8d past schedule,high,Logistics
sla_breach,60078,shipped 9d past schedule,high,Logistics
sla_breach,116595,shipped 4d past schedule,high,Logistics
sla_breach,123793,shipped 4d past schedule,high,Logistics
sla_breach,111654,shipped 4d past schedule,high,Logistics
sla_breach,123792,shipped 4d past schedule,high,Logistics
sla_breach,173580,shipped 4d past schedule,high,Logistics
sla_breach,164685,shipped 4d past schedule,high,Logistics
sla_breach,173855,shipped 4d past schedule,high,Logistics
sla_breach,174405,shipped 4d past schedule,high,Logistics
sla_breach,167468,shipped 4d past schedule,high,Logistics
sla_breach,155937,shipped 4d past schedule,high,Logistics
sla_breach,170221,shipped 4d past schedule,high,Logistics
sla_breach,173560,shipped 4d past schedule,high,Logistics
sla_breach,158515,shipped 4d past schedule,high,Logistics
sla_breach,170223,shipped 4d past schedule,high,Logistics
sla_breach,45218,shipped 7d past schedule,high,Logistics
sla_breach,27638,shipped 4d past schedule,high,Logistics
sla_breach,32530,shipped 7d past schedule,high,Logistics
sla_breach,168086,shipped 4d past schedule,high,Logistics
sla_breach,156974,shipped 4d past schedule,high,Logistics
sla_breach,166780,shipped 4d past schedule,high,Logistics
sla_breach,173300,shipped 4d past schedule,high,Logistics
sla_breach,168085,shipped 4d past schedule,high,Logistics
sla_breach,40248,shipped 4d past schedule,high,Logistics
sla_breach,32529,shipped 4d past schedule,high,Logistics
sla_breach,159000,shipped 5d past schedule,high,Logistics
sla_breach,43140,shipped 4d past schedule,high,Logistics
sla_breach,147138,shipped 4d past schedule,high,Logistics
sla_breach,18429,shipped 4d past schedule,high,Logistics
sla_breach,147137,shipped 4d past schedule,high,Logistics
sla_breach,147135,shipped 4d past schedule,high,Logistics
sla_breach,15610,shipped 4d past schedule,high,Logistics
sla_breach,153737,shipped 4d past schedule,high,Logistics
sla_breach,7072,shipped 4d past schedule,high,Logistics
sla_breach,153738,shipped 4d past schedule,high,Logistics
sla_breach,12062,shipped 4d past schedule,high,Logistics
sla_breach,15609,shipped 4d past schedule,high,Logistics
sla_breach,15611,shipped 4d past schedule,high,Logistics
sla_breach,15608,shipped 4d past schedule,high,Logistics
sla_breach,147813,shipped 4d past schedule,high,Logistics
sla_breach,14061,shipped 4d past schedule,high,Logistics
sla_breach,132072,shipped 4d past schedule,high,Logistics
sla_breach,142506,shipped 4d past schedule,high,Logistics
sla_breach,25735,shipped 8d past schedule,high,Logistics
sla_breach,137190,shipped 4d past schedule,high,Logistics
sla_breach,131996,shipped 4d past schedule,high,Logistics
sla_breach,17702,shipped 4d past schedule,high,Logistics
sla_breach,142508,shipped 4d past schedule,high,Logistics
sla_breach,14062,shipped 4d past schedule,high,Logistics
sla_breach,132071,shipped 4d past schedule,high,Logistics
sla_breach,22209,shipped 4d past schedule,high,Logistics
sla_breach,613,shipped 8d past schedule,high,Logistics
sla_breach,153511,shipped 5d past schedule,high,Logistics
sla_breach,7346,shipped 4d past schedule,high,Logistics
sla_breach,5142,shipped 4d past schedule,high,Logistics
sla_breach,178920,shipped 4d past schedule,high,Logistics
sla_breach,125643,shipped 4d past schedule,high,Logistics
sla_breach,180315,shipped 4d past schedule,high,Logistics
sla_breach,180495,shipped 4d past schedule,high,Logistics
sla_breach,120453,shipped 4d past schedule,high,Logistics
sla_breach,52413,shipped 4d past schedule,high,Logistics
sla_breach,119949,shipped 4d past schedule,high,Logistics
sla_breach,178215,shipped 4d past schedule,high,Logistics
sla_breach,59274,shipped 4d past schedule,high,Logistics
sla_breach,77027,shipped 4d past schedule,high,Logistics
sla_breach,60321,shipped 4d past schedule,high,Logistics
sla_breach,125642,shipped 4d past schedule,high,Logistics
sla_breach,60308,shipped 4d past schedule,high,Logistics
sla_breach,177830,shipped 4d past schedule,high,Logistics
sla_breach,175625,shipped 4d past schedule,high,Logistics
sla_breach,59330,shipped 4d past schedule,high,Logistics
sla_breach,178150,shipped 4d past schedule,high,Logistics
sla_breach,64175,shipped 4d past schedule,high,Logistics
sla_breach,64173,shipped 4d past schedule,high,Logistics
sla_breach,64176,shipped 4d past schedule,high,Logistics
sla_breach,177280,shipped 4d past schedule,high,Logistics
sla_breach,60723,shipped 4d past schedule,high,Logistics
sla_breach,64174,shipped 4d past schedule,high,Logistics
sla_breach,68770,shipped 4d past schedule,high,Logistics
sla_breach,71540,shipped 4d past schedule,high,Logistics
sla_breach,175300,shipped 4d past schedule,high,Logistics
sla_breach,59331,shipped 4d past schedule,high,Logistics
sla_breach,59329,shipped 4d past schedule,high,Logistics
sla_breach,68768,shipped 4d past schedule,high,Logistics
sla_breach,175900,shipped 4d past schedule,high,Logistics
sla_breach,178955,shipped 4d past schedule,high,Logistics
sla_breach,90575,shipped 4d past schedule,high,Logistics
sla_breach,79163,shipped 4d past schedule,high,Logistics
sla_breach,83310,shipped 4d past schedule,high,Logistics
sla_breach,90577,shipped 4d past schedule,high,Logistics
sla_breach,83312,shipped 4d past schedule,high,Logistics
sla_breach,123787,shipped 6d past schedule,high,Logistics
sla_breach,111652,shipped 4d past schedule,high,Logistics
sla_breach,164686,shipped 4d past schedule,high,Logistics
sla_breach,155935,shipped 4d past schedule,high,Logistics
sla_breach,171127,shipped 4d past schedule,high,Logistics
sla_breach,170222,shipped 4d past schedule,high,Logistics
sla_breach,22412,shipped 4d past schedule,high,Logistics
sla_breach,7073,shipped 4d past schedule,high,Logistics
sla_breach,22410,shipped 4d past schedule,high,Logistics
sla_breach,153248,shipped 4d past schedule,high,Logistics
sla_breach,142507,shipped 4d past schedule,high,Logistics
sla_breach,17700,shipped 4d past schedule,high,Logistics
sla_breach,14063,shipped 4d past schedule,high,Logistics
sla_breach,7344,shipped 4d past schedule,high,Logistics
sla_breach,69621,shipped 4d past schedule,high,Logistics
sla_breach,71042,shipped 4d past schedule,high,Logistics
sla_breach,60721,shipped 4d past schedule,high,Logistics
sla_breach,63662,shipped 4d past schedule,high,Logistics
sla_breach,68771,shipped 4d past schedule,high,Logistics
sla_breach,67472,shipped 10d past schedule,high,Logistics
sla_breach,111653,shipped 4d past schedule,high,Logistics
sla_breach,157229,shipped 4d past schedule,high,Logistics
sla_breach,171128,shipped 4d past schedule,high,Logistics
sla_breach,168084,shipped 4d past schedule,high,Logistics
sla_breach,18426,shipped 4d past schedule,high,Logistics
sla_breach,15612,shipped 4d past schedule,high,Logistics
sla_breach,153247,shipped 4d past schedule,high,Logistics
sla_breach,132519,shipped 4d past schedule,high,Logistics
sla_breach,22342,shipped 4d past schedule,high,Logistics
sla_breach,131997,shipped 4d past schedule,high,Logistics
sla_breach,22345,shipped 4d past schedule,high,Logistics
sla_breach,7343,shipped 4d past schedule,high,Logistics
sla_breach,71041,shipped 4d past schedule,high,Logistics
sla_breach,58933,shipped 4d past schedule,high,Logistics
sla_breach,59764,shipped 4d past schedule,high,Logistics
sla_breach,117322,shipped 4d past schedule,high,Logistics
sla_breach,90574,shipped 4d past schedule,high,Logistics
sla_breach,116598,shipped 4d past schedule,high,Logistics
sla_breach,157289,shipped 4d past schedule,high,Logistics
sla_breach,27639,shipped 4d past schedule,high,Logistics
sla_breach,27641,shipped 4d past schedule,high,Logistics
sla_breach,32799,shipped 9d past schedule,high,Logistics
sla_breach,156976,shipped 4d past schedule,high,Logistics
sla_breach,166779,shipped 4d past schedule,high,Logistics
sla_breach,43137,shipped 4d past schedule,high,Logistics
sla_breach,18428,shipped 4d past schedule,high,Logistics
sla_breach,19223,shipped 4d past schedule,high,Logistics
sla_breach,12063,shipped 4d past schedule,high,Logistics
sla_breach,132520,shipped 4d past schedule,high,Logistics
sla_breach,11573,shipped 10d past schedule,high,Logistics
sla_breach,137191,shipped 4d past schedule,high,Logistics
sla_breach,132075,shipped 4d past schedule,high,Logistics
sla_breach,137188,shipped 4d past schedule,high,Logistics
sla_breach,14065,shipped 4d past schedule,high,Logistics
sla_breach,140396,shipped 4d past schedule,high,Logistics
sla_breach,131995,shipped 4d past schedule,high,Logistics
sla_breach,67211,shipped 4d past schedule,high,Logistics
sla_breach,59275,shipped 4d past schedule,high,Logistics
sla_breach,77026,shipped 4d past schedule,high,Logistics
sla_breach,63660,shipped 4d past schedule,high,Logistics
sla_breach,108284,shipped 4d past schedule,high,Logistics
sla_breach,108286,shipped 4d past schedule,high,Logistics
sla_breach,92618,shipped 4d past schedule,high,Logistics
